datetime,open,high,low,close,volume,resistance,support,rsi,atr,daily_open,daily_range,daily_direction,dist_res_norm,dist_sup_norm,sr_position,hour,dow,ret_3,ret_5,ret_10,ret_20,atr_pctile,atr_change,rsi_sma,rsi_slope,near_support,near_resistance,body_size,upper_wick,lower_wick,is_bullish,bars_since_frac_up,bars_since_frac_down,vol_ratio,label,mfe,mae,hold_time
2024-10-02 07:00:00,2670.60009765625,2676.699951171875,2670.39990234375,2676.5,5499,2694.699951171875,2665.39990234375,51.8699671731803,6.086039763607147,2650.60009765625,25.89990234375,1,2.990442369552978,1.823862164461289,0.3788422920850241,7,2,0.0485963237086384,-0.1715750061055621,-0.3091496080591893,0.1796627209585954,,3.8517528887754393,53.27715615616751,2.766302387079712,0,0,0.969415674710146,0.0328540692538115,0.0328941841124853,1,14.0,2.0,0.5962009671054058,0.0,0.39990234375,11.60009765625,300.0
2024-10-02 08:00:00,2676.60009765625,2676.89990234375,2669.60009765625,2673.39990234375,6506,2676.89990234375,2665.39990234375,47.96382742897422,6.172737258170923,2650.60009765625,22.7998046875,1,0.5670093920435395,1.2960214675280903,0.6956521739130435,8,2,0.1648520923098528,-0.1158265516999823,-0.3578120632221404,0.059879238205962,,4.389884107784914,51.77122831199739,6.670670308703492,0,0,0.5184402281603457,0.0485691638831938,0.6155785559267334,0,0.0,3.0,0.7022202074496218,0.0,11.400146484375,11.2998046875,420.0
2024-10-02 09:00:00,2673.39990234375,2676.800048828125,2672.60009765625,2674.10009765625,4307,2676.89990234375,2665.39990234375,48.899841882106045,6.0318239662926425,2650.60009765625,23.5,1,0.4641721481173881,1.4423821651823547,0.7565387228260869,9,2,0.1310566865878382,-0.041112946161026,-0.2648013443578456,0.0336729949430125,,4.290915478898749,50.67460241245568,5.121208289516531,0,0,0.1160835124520988,0.447617700211911,0.1325974849348241,1,1.0,4.0,0.4840386376790421,0.0,10.699951171875,12.0,360.0
2024-10-02 10:00:00,2674.0,2675.5,2669.800048828125,2670.199951171875,2534,2676.89990234375,2665.39990234375,44.137393363857605,6.008118766691383,2650.60009765625,19.599853515625,1,1.115149588756316,0.7989270875829148,0.4173955502717391,10,2,-0.2353838530963936,0.0449588299690884,-0.3098767529634116,-0.7286823295578837,,-3.30376831297563,49.54987918269676,-7.732573809322695,0,0,0.6324856374664599,0.2496621751746822,0.066560325998719,0,2.0,5.0,0.3591982536217503,1.0,12.10009765625,5.300048828125,180.0
2024-10-02 11:00:00,2670.10009765625,2673.60009765625,2669.10009765625,2670.60009765625,3377,2676.89990234375,2665.39990234375,44.73212138935905,5.900395997641998,2650.60009765625,20.0,1,1.0676918447537451,0.8813298827024793,0.4521908967391304,11,2,-0.1047282408084715,0.0,-0.4102028490233889,-0.3693304362525684,,-2.7873691283458624,48.10663758595944,-3.231706039615169,0,0,0.0847400751067923,0.5084404506407543,0.1694801502135847,1,3.0,6.0,0.5804050976651456,1.0,14.199951171875,5.7001953125,180.0
2024-10-02 12:00:00,2670.699951171875,2674.199951171875,2664.89990234375,2670.800048828125,11653,2676.89990234375,2664.89990234375,45.04695320609516,6.143228342676498,2650.60009765625,20.199951171875,1,0.9929394082993502,0.960430925770278,0.4916788736979167,12,2,-0.1234078272169925,-0.212962868368205,-0.3841724834193649,-0.5325704185332625,,0.9396681798124806,46.78068041478563,-3.8528886760108847,0,0,0.0162939826857207,0.5534390314179207,0.9441369430845572,1,4.0,0.0,2.132433001198613,1.0,14.0,2.400146484375,120.0
2024-10-02 13:00:00,2670.800048828125,2682.300048828125,2670.300048828125,2680.800048828125,16583,2676.89990234375,2664.89990234375,57.94864230669251,6.561569175342463,2650.60009765625,30.199951171875,1,-0.5943923442933821,2.4232231741342782,1.32501220703125,13,2,0.3969776739602526,0.2768065667200448,0.1606593995189698,-0.2604360396173066,0.75,6.299181398930265,47.47742022492257,13.811248942834908,0,0,1.52402569153408,0.228603853730112,0.076201284576704,1,5.0,1.0,3.0850084180564985,0.0,4.0,12.400146484375,60.0
2024-10-02 14:00:00,2681.0,2684.800048828125,2668.39990234375,2669.199951171875,15753,2684.800048828125,2664.89990234375,44.80706201052479,7.264324697416216,2650.60009765625,18.599853515625,1,2.147494544372261,0.591940614886673,0.2160812651053232,14,2,-0.0524281597085174,-0.1832446918748398,-0.2242823007443495,-0.5440083981899102,1.0,20.43330073972813,47.047759947365,0.0749406211657373,0,0,1.6243834519569391,0.5231110924153219,0.1101339575872155,0,0.0,2.0,3.016775824428358,1.0,17.0,11.39990234375,2160.0
2024-10-02 15:00:00,2669.300048828125,2672.0,2662.10009765625,2671.300048828125,14406,2684.800048828125,2662.10009765625,47.14407194549579,7.452580243582915,2650.60009765625,20.699951171875,1,1.8114531556536075,1.2344652283075608,0.4052850643693737,15,2,0.0187209821348899,0.041199074090592,0.0861764266813391,-0.4175191489981356,1.0,24.041826285118265,47.6328514298875,2.097118739400628,0,0,0.268363430467201,0.0939206488219562,0.9661017978403597,1,1.0,0.0,2.588214157384118,0.0,12.099853515625,13.5,1320.0
2024-10-02 16:00:00,2671.199951171875,2673.699951171875,2669.199951171875,2670.89990234375,5714,2684.800048828125,2662.10009765625,46.737992229494445,7.241681654755564,2650.60009765625,20.2998046875,1,1.919463896241126,1.2151603877424282,0.3876574280213811,16,2,-0.3692982059106842,0.0112261168477845,0.0112261168477845,-0.3358334388582573,0.9130434782608696,22.732129464693383,47.92878729357799,-11.210650077198068,0,0,0.0414335844117035,0.3452236813473106,0.2347453606661449,0,2.0,1.0,1.0229968400605132,0.0,12.5,13.099853515625,1260.0
2024-10-02 17:00:00,2671.0,2674.300048828125,2668.39990234375,2673.60009765625,4920,2684.800048828125,2662.10009765625,49.87557006932386,7.145857714014095,2650.60009765625,23.0,1,1.5673347581369024,1.609323955254074,0.5066090192409038,17,2,0.1648488897372901,0.1048393281763537,-0.1083468090323225,-0.4171614633560416,0.875,16.32088725031453,47.72934758319235,5.068508058799068,0,0,0.363860821235052,0.0979520163831825,0.363860821235052,1,3.0,2.0,0.8613143797486082,0.0,9.7998046875,11.7001953125,840.0
2024-10-02 18:00:00,2673.699951171875,2677.10009765625,2672.39990234375,2675.0,4464,2684.800048828125,2662.10009765625,51.4716681778424,6.971167542477375,2650.60009765625,24.39990234375,1,1.4057973457689,1.850465114365291,0.5682788586670108,18,2,0.1385075096112187,-0.2163551448255307,0.0598525366461988,-0.2981736861721984,0.72,6.2423843472401375,48.08013165807917,4.327596232346608,0,0,0.186489396532707,0.3012547960515204,0.186489396532707,1,4.0,3.0,0.7520975839875998,,,,
2024-10-02 19:00:00,2675.10009765625,2680.10009765625,2674.699951171875,2679.800048828125,3467,2684.800048828125,2662.10009765625,56.57740587702336,6.85895175261292,2650.60009765625,29.199951171875,1,0.7289743652293877,2.5805621340217475,0.7797352090256939,19,2,0.3332265082852892,0.3971263993016505,0.2131539943800442,-0.0522117846204706,0.6538461538461539,-5.580325242723239,48.8478880575709,9.839413647528914,0,0,0.6852287844253391,0.0437455808040487,0.0583393058892073,1,5.0,4.0,0.5726319266661161,,,,
2024-10-02 20:00:00,2679.800048828125,2681.199951171875,2679.39990234375,2680.199951171875,1833,2684.800048828125,2662.10009765625,56.983467100111575,6.497601543720927,2650.60009765625,29.599853515625,1,0.7079685673701224,2.785620723867889,0.7973520902569398,20,2,0.246852680825782,0.3331674533399775,0.3745037893364999,0.0634665361909592,0.5555555555555556,-12.814067995903544,50.13249543119629,7.107897030787719,0,0,0.0615461476144921,0.1539029429969229,0.0615837215751847,1,6.0,5.0,0.303849086629314,,,,
2024-10-02 22:00:00,2679.89990234375,2680.800048828125,2678.800048828125,2679.699951171875,0,2684.800048828125,2662.10009765625,56.27488350078957,6.176344290598004,2650.60009765625,29.099853515625,1,0.8257469817564526,2.84955836131359,0.7753256111595092,22,2,0.1756991092289661,0.329478795532645,0.3407419000550193,-0.0708586819502143,0.4642857142857143,-14.71118746925254,51.28677164233934,4.803215322947175,0,0,0.0323737088587139,0.14574098237128,0.1457014540332352,0,7.0,6.0,0.0,,,,
2024-10-02 23:00:00,2679.60009765625,2681.39990234375,2679.60009765625,2680.300048828125,1304,2684.800048828125,2662.10009765625,56.96653159790544,5.863734318948146,2650.60009765625,29.699951171875,1,0.7674290401355058,3.103815790743357,0.8017616881231245,23,2,0.0186581084741233,0.2505966085858624,0.3556986605630863,-0.0298403192340535,0.1034482758620689,-17.942190376272304,52.478729481520375,0.3891257208820775,0,0,0.119369523549723,0.18756878395239,0.0,1,8.0,7.0,0.2222487345116152,,,,
2024-10-03 00:00:00,2680.39990234375,2683.39990234375,2677.89990234375,2678.300048828125,3742,2683.39990234375,2662.10009765625,53.90608536315136,5.837753296166136,2642.800048828125,35.5,1,0.8735986700524426,2.7750318230326885,0.7605680619870707,0,3,-0.0708865897456334,0.1233663113317851,-0.0932557428553026,0.0672538325471761,0.0666666666666666,-16.258600003586366,52.074473787166255,-3.07738173696022,0,0,0.3597023390837789,0.5138963309686637,0.0685446033901074,0,0.0,8.0,0.6310872003305534,,,,
2024-10-03 01:00:00,2678.199951171875,2679.5,2675.39990234375,2678.800048828125,1759,2683.39990234375,2662.10009765625,54.56328392352811,5.713635036172127,2642.800048828125,36.0,1,0.8050660370331758,2.9228242731904,0.7840424556416488,1,3,-0.033582205476268,-0.0373162169482466,0.3596619898046604,0.1345730308746739,0.032258064516129,-16.69813052708068,53.05009597846659,-1.7115995772614596,0,0,0.1050290493618993,0.1225054046056002,0.4900643478973246,1,1.0,9.0,0.2995062148816618,,,,
2024-10-03 02:00:00,2678.699951171875,2679.199951171875,2675.800048828125,2676.199951171875,1427,2683.39990234375,2662.10009765625,50.52872821556661,5.548368415284832,2642.800048828125,33.39990234375,1,1.2976699874579942,2.5412612249724167,0.6619710237953327,2,3,-0.1529715920440599,-0.1492425965551991,0.1834276290265224,0.2697621270841166,0.03125,-14.6089772056491,53.38856160547367,-6.437803382338828,0,0,0.4505829124671887,0.0901165824934377,0.0720756650997319,0,2.0,10.0,0.2538129752323358,0.0,2.0,12.5,300.0
2024-10-03 03:00:00,2676.10009765625,2678.199951171875,2673.699951171875,2676.60009765625,2339,2683.39990234375,2662.10009765625,51.12765321166677,5.473484957050201,2642.800048828125,33.800048828125,1,1.2423172331443817,2.6491348955518856,0.680757415982761,3,3,-0.0634712743487697,-0.1156791272198032,0.2134185301178037,0.2246686055791702,0.0303030303030303,-11.379860002586597,53.827527703690905,-2.778432151484587,0,0,0.0913494791569615,0.2922915707595552,0.4385042624961373,1,3.0,11.0,0.4192244616308351,0.0,1.2998046875,12.900146484375,240.0
2024-10-03 04:00:00,2676.199951171875,2676.89990234375,2674.800048828125,2675.199951171875,855,2683.39990234375,2662.10009765625,48.89695740067324,5.232511282662687,2642.800048828125,32.39990234375,1,1.5671158128305576,2.503549979725764,0.6150222364861767,4,3,-0.1343921752511856,-0.1902808477909023,0.0598389234436114,-0.0485727191528062,0.0294117647058823,-10.764864196621549,53.72966643682584,-5.666326522854874,0,0,0.1911128225013834,0.1337696440701822,0.0764264656389809,0,4.0,12.0,0.1598982635609624,0.0,2.699951171875,11.5,180.0
2024-10-03 05:00:00,2675.300048828125,2676.800048828125,2672.300048828125,2673.60009765625,2390,2683.39990234375,2662.10009765625,46.40554403227883,5.18018904818678,2642.800048828125,30.800048828125,1,1.8917851445846792,2.219996199564443,0.5399110540552932,5,3,-0.0971472073484802,-0.1754826227902128,-0.0523327978971921,0.007488416241963,0.0285714285714285,-11.263995147091988,53.22305402226948,-4.123184183287776,0,0,0.3281639253050105,0.2895647216823186,0.2509655180596267,0,5.0,13.0,0.4648584515740029,0.0,4.2998046875,9.900146484375,120.0
2024-10-03 06:00:00,2673.60009765625,2677.89990234375,2671.800048828125,2676.300048828125,3345,2677.89990234375,2662.10009765625,50.94790734707036,5.245879367289511,2642.800048828125,33.5,1,0.3049733712141434,2.7068771844846977,0.8987421966747018,6,3,-0.0112100731217812,-0.0933253678673695,-0.1306067593188742,0.0822688415367478,0.0833333333333333,-8.186656409121829,52.66010416927419,-0.1797458645964056,0,0,0.5146803772710533,0.3049733712141434,0.3431357646821119,1,0.0,14.0,0.6567515829774702,0.0,0.39990234375,12.60009765625,60.0
2024-10-03 07:00:00,2676.39990234375,2676.699951171875,2663.699951171875,2665.5,8001,2677.89990234375,2662.10009765625,37.3216329424351,5.7997451267688325,2642.800048828125,22.699951171875,1,2.138008149102625,0.5862158197362306,0.2151863526793992,7,3,-0.3625878943226635,-0.3998188239705214,-0.5484647205313053,-0.1760149523563736,0.2162162162162162,4.530642031475396,50.69392075350654,-11.575324458238136,0,0,1.8793760942082256,0.0517348299910834,0.3103668848854824,0,1.0,15.0,1.4908880855662805,1.0,16.39990234375,7.699951171875,540.0
2024-10-03 08:00:00,2665.39990234375,2667.699951171875,2661.89990234375,2665.300048828125,5704,2677.89990234375,2662.10009765625,37.12366968195671,5.799766819722845,2642.800048828125,22.5,1,2.1724758783021403,0.551737901081326,0.2025310587798998,8,3,-0.310444663560605,-0.422179198081174,-0.5373699520893283,-0.1984590966193855,0.2368421052631578,5.961135642701865,48.77879937162326,-9.281874350322129,0,0,0.0172168155597972,0.396576086525305,0.5862557220080589,0,2.0,16.0,1.0403158883447778,1.0,16.599853515625,7.5,480.0
2024-10-03 09:00:00,2665.199951171875,2667.89990234375,2660.800048828125,2664.89990234375,5771,2677.89990234375,2660.800048828125,36.704086458410686,5.892630155144428,2642.800048828125,22.099853515625,1,2.2061455848625835,0.6957595178522642,0.2397595693950686,9,3,-0.4259666807302387,-0.3850197748251682,-0.5745680037243628,-0.220913073854545,0.3333333333333333,12.615718090641636,46.75255485767377,-14.243820888659677,0,0,0.0509193382623969,0.4581911813212761,0.6957595178522642,0,3.0,0.0,1.11219248966534,1.0,17.0,7.099853515625,420.0
2024-10-03 10:00:00,2664.800048828125,2668.10009765625,2664.10009765625,2666.89990234375,3665,2677.89990234375,2660.800048828125,40.33394903719455,5.757442286919826,2642.800048828125,24.099853515625,1,1.9105706061510328,1.0594728026163789,0.3567196356419811,10,3,0.0525193150909819,-0.2506057401169936,-0.4256485933815779,-0.5185073944791729,0.175,11.14347822759676,45.3953412250781,3.0123160947594485,0,0,0.3647198549250939,0.2084598077911593,0.1215732849750313,1,4.0,1.0,0.8067445162284419,1.0,15.0,9.099853515625,360.0
2024-10-03 11:00:00,2667.0,2669.300048828125,2663.5,2668.300048828125,4194,2677.89990234375,2660.800048828125,42.80674065643057,5.7604856112916245,2642.800048828125,25.5,1,1.6665007368141844,1.301973567176108,0.4386002484259219,11,3,0.1125576837519348,-0.2989201455009915,-0.3919665450429321,-0.033714309913535,0.1951219512195122,9.809723174553376,44.21968689836834,5.683070974473864,0,0,0.2256838947009367,0.173596475623481,0.6075876646821837,1,5.0,2.0,1.0577553593947036,0.0,7.599853515625,10.5,180.0
2024-10-03 12:00:00,2668.300048828125,2675.89990234375,2662.300048828125,2662.60009765625,10537,2675.89990234375,2660.800048828125,36.22486920540196,6.320440461601152,2642.800048828125,19.800048828125,1,2.1042528235652065,0.2847980040411606,0.119209688111368,12,3,-0.0862998525939851,-0.1087939352372946,-0.5081777805753918,-0.3256822900030154,0.6904761904761905,8.977900294773988,42.78930099735187,-0.4792172530087271,0,0,0.9018281568356132,1.202424666729593,0.0474727718658058,0,0.0,3.0,2.7938115628852858,1.0,19.2998046875,4.800048828125,240.0
2024-10-03 13:00:00,2662.60009765625,2671.60009765625,2661.800048828125,2667.60009765625,12338,2675.89990234375,2660.800048828125,44.31343001927548,6.568983916352855,2642.800048828125,24.800048828125,1,1.2634837888457044,1.0351751373902638,0.4503387281928568,13,3,0.0262550278653073,0.086296056203361,-0.3362474658758607,-0.123546550157283,0.7441860465116279,13.262896949825452,42.10787867811275,3.979480982080929,0,0,0.7611527237192619,0.6089221789754096,0.1217918689271494,1,1.0,4.0,3.0072512339284625,1.0,14.2998046875,9.800048828125,180.0
2024-10-03 14:00:00,2667.300048828125,2675.10009765625,2657.800048828125,2670.39990234375,30165,2675.89990234375,2657.800048828125,48.26988100516454,7.335488552908009,2642.800048828125,27.599853515625,1,0.7497796445772701,1.717657034667451,0.6961301374482377,14,3,0.0786963039088206,0.2063867387725348,-0.1794276658095173,-0.1196961099494742,0.9772727272727272,24.485812952369447,42.04517103856188,5.4631403487339725,0,0,0.4225831031248934,0.6407474128818184,1.2950739315425577,1,2.0,0.0,5.622553588070829,1.0,15.800048828125,2.599853515625,780.0
2024-10-03 15:00:00,2670.300048828125,2674.89990234375,2667.800048828125,2668.89990234375,8538,2675.89990234375,2657.800048828125,46.36909953372653,7.318657478816366,2642.800048828125,26.099853515625,1,0.9564595720268764,1.5166515918736725,0.6132565385704843,15,3,0.2366034874349054,0.0749934408202701,-0.1758002371641254,-0.228041033878501,0.9555555555555556,27.11647141376339,42.041526588706645,10.144230328324577,0,0,0.1913119296028926,0.6285105607058586,0.1502807746924204,0,3.0,1.0,1.5332124194156629,1.0,14.7001953125,0.199951171875,600.0
2024-10-03 16:00:00,2669.199951171875,2681.89990234375,2668.699951171875,2680.300048828125,10774,2675.89990234375,2657.800048828125,59.44118948252456,7.738749885463412,2642.800048828125,37.5,1,-0.5685862121788305,2.907446336037342,1.2431039831663002,16,3,0.4760815229776449,0.4497245354873058,0.1494600727504957,0.0186581084741233,1.0,34.34197058480662,42.89085480225207,15.127759463249085,0,0,1.4343528115698112,0.2067328107644607,0.0646099185786076,1,4.0,2.0,1.8156233938035573,0.0,7.39990234375,28.699951171875,1140.0
2024-10-03 17:00:00,2680.300048828125,2682.39990234375,2675.300048828125,2676.89990234375,8053,2682.39990234375,2657.800048828125,55.12546156742363,7.693114430474955,2642.800048828125,34.099853515625,1,0.71492502155079,2.482720579322752,0.776421432895664,17,3,0.2434092359835382,0.5370616751680934,0.4276834493997405,-0.1231269639670795,0.9787234042553192,21.718011224269414,44.67123766475092,6.855580562259085,0,0,0.4419726906577526,0.2729523308930373,0.2079591471156927,0,0.0,3.0,1.289501285017734,0.0,10.800048828125,25.2998046875,1080.0
